id_ords,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,translation,language
rcint_13575,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2013,Repairable,2019-01-26,Print onduidelijk.,Print unclear.,nl
rcint_13627,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,2000,Repairable,2019-01-26,Print niet meer,Print out more,nl
rcint_13777,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2011,Fixed,2019-01-26,geeft foutmelding,gives error,nl
rcint_14014,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,????,End of life,2019-02-01,doet het niet meer,does not work anymore,nl
rcint_14160,Repair Café International,NLD,Household appliances electric ~ Printer/scanner,Printer/scanner,Brother,2015,Fixed,2019-02-02,Wil niet aan of uit / wisselend,Would not turn on or off / variable,nl
rcint_14296,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,????,Fixed,2019-02-02,"Kopieerfunctie werkt niet meer, papier blokkeert","Copy function has stopped working, paper is jamming",nl
rcint_14400,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2017,End of life,2019-02-04,Printer geeft papier probleem aan,Printer paper indicates problem,nl
rcint_14416,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,End of life,2019-02-04,Papier kreukt,Paper crease,de
rcint_14438,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Shinko,2000,End of life,2019-02-08,"Printer ziet de casette met papier niet, lampje blijft rood knipperen",Printer paper cassette does not see light continues to flash red,nl
rcint_14445,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,End of life,2019-02-08,Papier blijft steken,Paper gets stuck,nl
rcint_14467,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,End of life,2019-02-09,zit vast,stuck,nl
rcint_14470,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2017,Fixed,2019-02-09,print niet meer,print no more,nl
rcint_14590,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2016,Repairable,2019-02-09,pakt geen zwarte inkt,gathers no black ink,nl
rcint_14591,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2016,Repairable,2019-02-09,pakt geen zwarte inkt,gathers no black ink,nl
rcint_14613,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2010,Fixed,2019-02-11,doet het niet meer,does not work anymore,nl
rcint_14618,Repair Café International,NLD,Display and sound equipment ~ Printer,Printer/scanner,HP,????,Fixed,2019-02-11,print niet meer na printkop vervanging,not print after print head replacement,nl
rcint_14628,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-02-14,"Stopte niet storing lekbak vol, geprobeerd te repareren en nu kan hij niet meer aan","Did not stop interference drip tray full, tried to fix it and now he can no longer",nl
rcint_14633,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Lexmark,????,End of life,2019-02-14,advies hoe het werkt,advice on how it works,nl
rcint_14761,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2008,Fixed,2019-02-21,alles grijs,all gray,nl
rcint_14916,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2000,Fixed,2019-02-23,Storing,Storing,en
rcint_14924,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2000,End of life,2019-02-23,Print niet,Print out,nl
rcint_1494,Repair Café International,FRA,Computers/phones ~ Printer,Printer/scanner,Unknown,????,Fixed,2017-06-18,N'imprime plus,No longer prints,fr
rcint_14983,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2017,Fixed,2019-02-23,Print niet meer,Print out more,nl
rcint_15003,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2006,End of life,2019-02-23,Print niet meer,Print out more,nl
rcint_15068,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2019-03-01,Pakt printerpapier niet,Doesn't feed paper,nl
rcint_15098,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2005,Fixed,2019-03-01,doet het niet meer,does not work anymore,nl
rcint_15100,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2010,End of life,2019-03-01,hort en stoot,jerks and bumps,nl
rcint_15142,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2019-03-02,cartridge zit vast,Cartridge is stuck,nl
rcint_15148,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Repairable,2019-03-02,werkt niet,does not work,nl
rcint_15283,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2009,End of life,2019-03-02,Nieuwe inkt,new ink,nl
rcint_15437,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2008,End of life,2019-03-08,Printprobleem,Print Issue,nl
rcint_15449,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Toshiba,2010,Repairable,2019-03-08,print niet meer,print no more,nl
rcint_15477,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2016,Fixed,2019-03-09,pakt papier niet,picks out paper,nl
rcint_15555,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,Repairable,2019-03-09,inktprobleem ondanks nieuwe cartridge,Ink cartridge problem despite new,nl
rcint_15617,Repair Café International,NLD,Computers/phones ~ Copier,Printer/scanner,Unknown,????,End of life,2019-03-09,knop weigert,refuses button,nl
rcint_15666,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-03-09,Komt geen inkt.,Is no ink.,nl
rcint_15688,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2014,Repairable,2019-03-09,slechte print kwaliteit,poor print quality,nl
rcint_15741,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2009,End of life,2019-03-14,doet niets meer,does not work anymore,nl
rcint_15765,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2011,Fixed,2019-03-15,Doet het niet,Does not work,nl
rcint_15766,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Dell,2014,End of life,2019-03-15,Papier blokkeert,Paper is jamming,nl
rcint_15856,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2009,Repairable,2019-03-21,stopte plotseling,suddenly stopped,nl
rcint_15876,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2015,End of life,2019-03-22,Papierdoorvoer,paper Feed,nl
rcint_15955,Repair Café International,FRA,Display and sound equipment ~ Printer,Printer/scanner,HP,2015,Repairable,2019-03-23,cartouche noire non reconnue,Unrecognized black cartridge,fr
rcint_15968,Repair Café International,GBR,Computers/phones ~ Printer,Printer/scanner,Unknown,????,End of life,2019-03-23,Black not working,Black not working,en
rcint_16043,Repair Café International,GBR,Computers/phones ~ Copier,Printer/scanner,Unknown,????,Repairable,2019-03-23,Not working,Not working,en
rcint_16117,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2012,Fixed,2019-03-28,geeft aan dat er papier vast zit maar er lijkt niets in te zitten,indicates paper stuck but nothing seems to be in,nl
rcint_16132,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2016,Fixed,2019-03-29,Ratelt,rattles,af
rcint_16198,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2017,Repairable,2019-03-30,Papier loopt vast,Jamming,nl
rcint_16199,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,2004,Repairable,2019-03-30,Slechte kleuren,poor color,nl
rcint_16237,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Repairable,2019-03-30,zwartprint niet meer,black print no more,nl
rcint_16324,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2000,Fixed,2019-04-04,doet het niet,does not work,nl
rcint_1633,Repair Café International,NLD,Household appliances electric ~ Printer,Printer/scanner,Brother,2000,Fixed,2017-07-01,Doet het niet,Does not work,nl
rcint_16354,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,2010,End of life,2019-04-05,doet het niet meer,does not work anymore,nl
rcint_16405,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2014,Fixed,2019-04-06,blijkt niet kapot,does not break,nl
rcint_16426,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Repairable,2019-04-06,pixma,pixma,nl
rcint_16484,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Fixed,2019-04-06,"print niet, pakt geen papier","does not print, does not feed paper",nl
rcint_16648,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2015,Fixed,2019-04-06,Print niet Melding B200,Print out notification B200,nl
rcint_16777,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Fixed,2019-04-11,neemt papier niet in,does not feed paper,nl
rcint_16878,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2009,Fixed,2019-04-13,foutmelding,error,nl
rcint_16901,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2009,End of life,2019-04-13,stopt,stops,nl
rcint_1707,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2011,Fixed,2017-08-05,Cartridge uitgedroogd,cartridge dehydrated,nl
rcint_17220,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-04-20,Gaat niet meer aan,Does not turn on,nl
rcint_17402,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2019-04-27,Deksel is los,Cap loosened,nl
rcint_17522,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2005,End of life,2019-05-02,"Vraagt na elke gekleurde afdruk, zwarte cartridge vervangen","Asks after each color printing, replace black cartridge",nl
rcint_17581,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-05-03,geeft strepen op papier,gives stripes on paper,nl
rcint_17634,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2017,Fixed,2019-05-04,geen papier doorvoer,no paper feed,nl
rcint_17638,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2010,End of life,2019-05-04,pakt geen papier,does not feed paper,nl
rcint_1772,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2013,Repairable,2017-08-05,Zwarte catridge lekt en de paarse is leeg.,Black catridge leaks and purple is empty.,nl
rcint_17755,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2013,Fixed,2019-05-04,papier werd niet meegenomen,does not feed paper,nl
rcint_18198,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,Fixed,2019-05-17,Onderdeel is losgeraakt,Part is disconnected,nl
rcint_18242,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Epson,????,Fixed,2019-05-18,Print niet,Print out,nl
rcint_1839,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2010,End of life,2017-08-24,drum beschadigd,drum damaged,nl
rcint_18544,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,2015,Fixed,2019-05-25,Vastgelopen en onderdeeltje afgebroken,Jammed and broken part,nl
rcint_18724,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Repairable,2019-06-01,print niet,print out,nl
rcint_18994,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,2016,End of life,2019-06-06,cardridges,cartridges,en
rcint_1903,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2008,End of life,2017-08-26,mogelijk printerkop,possible printhead,nl
rcint_1905,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2015,Fixed,2017-08-26,verstopping van de printkop,clogging of the print head,nl
rcint_19068,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,????,Fixed,2019-06-08,papier blijft vastzitten,Paper gets stuck,nl
rcint_19138,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Samsung,????,End of life,2019-06-08,Foutmelding over toner,Error on toner,nl
rcint_19671,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2000,End of life,2019-07-04,office jet 6500,office jet 6500,en
rcint_19701,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-07-06,papierlade zit vast,paper stuck,nl
rcint_19755,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2010,Fixed,2019-07-06,print geen kleuren,no print colors,nl
rcint_20096,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-07-14,doet niets,does nothing,nl
rcint_20119,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,Fixed,2019-07-18,storing met contact cartridges,storing met contact cartridges,en
rcint_20283,Repair Café International,GBR,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2019-07-27,Printer head,Printer head,en
rcint_20329,Repair Café International,GBR,Computers/phones ~ Printer,Printer/scanner,Unknown,????,End of life,2019-07-27,Not working,Not working,en
rcint_20438,Repair Café International,BEL,Computers/phones ~ Printer,Printer/scanner,HP,2010,Fixed,2019-08-02,Printhead clogged by dried ink,Printhead clogged by dried ink,en
rcint_20449,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2016,End of life,2019-08-03,geeft gele strepen en papieropname niet goed,gives yellow stripes and pickup not,nl
rcint_2046,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,2016,Repairable,2017-09-02,Onkend,Onkend,da
rcint_20591,Repair Café International,NLD,Household appliances electric ~ Printer,Printer/scanner,HP,????,End of life,2019-08-05,doet het niet meer,does not work anymore,nl
rcint_2070,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2007,Repairable,2017-09-02,Cartridges of onderliggend probleem,Cartridges or underlying problem,nl
rcint_20742,Repair Café International,CAN,Tools electric ~ Printer,Printer/scanner,HP,2014,End of life,2019-08-24,"Won't Print - error message ""Printer Load missing""","Won't Print - error message ""Printer Load missing""",en
rcint_20872,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2009,Fixed,2019-08-31,Inkt werk niet ws. omdat er geen HP merk is gebruikt,Inking no prob. because no HP brand is used,nl
rcint_20937,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-09-05,wagenstoring,carriage breakdown,nl
rcint_20953,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2006,End of life,2019-09-05,print niet goed,print not,nl
rcint_20962,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2017,End of life,2019-09-06,Print nooit,Print never,nl
rcint_20963,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Samsung,2011,Fixed,2019-09-06,Printer is vuil,Printer is dirty,nl
rcint_20988,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,End of life,2019-09-06,Volle zwarte cartridge geeft geen inkt meer af,Full black cartridge no longer emits ink,nl
rcint_21004,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2011,End of life,2019-09-07,cartridgewagen vast gelopen,cartridge carriage stalled,nl
rcint_21057,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,????,Fixed,2019-09-07,voedingsaansluiting los,power connector,nl
rcint_21141,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-09-07,"af en toe print hij wel, dan weer niet","occasionally print he does, sometimes not",nl
rcint_21253,Repair Café International,NLD,Computers/phones ~ Photo printer,Printer/scanner,HP,2010,End of life,2019-09-07,onderdeel stuk,part piece,nl
rcint_21281,Repair Café International,NLD,Household appliances electric ~ Printer,Printer/scanner,HP,2014,Fixed,2019-09-07,melding printkop beschadigd,printhead damage reported,nl
rcint_21316,Repair Café International,NLD,Tools electric ~ Scanner,Printer/scanner,Uniden,2000,Fixed,2019-09-07,Werkt niet,Does not work,nl
rcint_21424,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2016,End of life,2019-09-13,Slede beweegt niet,Carriage does not move,nl
rcint_21427,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2002,End of life,2019-09-13,Voeding ok?,Feed ok?,nl
rcint_21439,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-09-13,papier wordt scheef door machine getrokken,paper feed skews,nl
rcint_21555,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2013,Fixed,2019-09-14,hapert,falters,nl
rcint_21563,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2006,End of life,2019-09-14,aan en uitknop fuctioneert niet meer,on and off button fuctioneert not,nl
rcint_21588,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2008,End of life,2019-09-14,werkt niet,does not work,nl
rcint_2191,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,????,End of life,2017-09-09,papierstoring,jam,nl
rcint_22057,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2014,End of life,2019-09-27,Inkt lekt overal uit de printer,Ink leaks everywhere from the printer,nl
rcint_2215,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2015,End of life,2017-09-09,printerkop kapot,printhead broken,nl
rcint_22206,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2012,End of life,2019-09-28,Gaat wel aan maar doet vervolgens niets,It goes on but then does nothing,nl
rcint_2226,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,Repairable,2017-09-09,printerkop,printerkop,en
rcint_2230,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Unknown,2015,End of life,2017-09-09,als paierpakker naar beneden gaat maakt wiletje en zwart stuk,"when paper packer goes down, willetje makes a black piece",nl
rcint_22541,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2012,Fixed,2019-10-04,doet het niet meer,does not work anymore,nl
rcint_22561,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,????,End of life,2019-10-05,werkt niet,does not work,nl
rcint_22601,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Repairable,2019-10-05,Hoe inktpatronen te vervangen,How to replace ink cartridges,nl
rcint_22633,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,Fixed,2019-10-05,print niet,print out,nl
rcint_22742,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-10-05,doet het niet,does not work,nl
rcint_23003,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2017,End of life,2019-10-10,print niet,print out,nl
rcint_23005,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2016,Fixed,2019-10-10,papier loopt vast,Paper jams,nl
rcint_23078,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2016,End of life,2019-10-12,wil cartridge niet pakken,Cartridge will not hold,nl
rcint_23103,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2013,Fixed,2019-10-12,werkt niet,does not work,nl
rcint_23131,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-10-12,Pakt geen papier,Doesn't feed paper,nl
rcint_23137,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2015,Fixed,2019-10-12,Print error melding,Print error message,nl
rcint_23188,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,????,End of life,2019-10-12,Dubbele of wazige afdrukken,Double or blurred printing,nl
rcint_23195,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,????,End of life,2019-10-12,Geeft nu signaal dat printkop veranderd is.,now indicates signal which print head has been changed.,nl
rcint_23201,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-10-12,Geeft melding met code en moet steeds opnieuw aanzetten.,Gives notification code and must always be on again.,nl
rcint_23210,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2014,End of life,2019-10-12,transporteerd papier scheef,transported paper skew,nl
rcint_23229,Repair Café International,FRA,Computers/phones ~ Printer,Printer/scanner,Unknown,????,Repairable,2019-10-12,Defaut cartouche? la suite d'un bourrage papier,Default cartridge? after a paper jam,fr
rcint_23683,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2016,Fixed,2019-10-26,Schakelaar doet het niet. Apparaat kan niet meer uit.,Switch does not work. Device can not get out.,nl
rcint_2369,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Repairable,2017-09-28,cartridge slecht/leeg (huismerk),Cartridge poor / low (brand),nl
rcint_23807,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Repairable,2019-10-26,"print met strepen, geen zwart","prints with stripes, no black",nl
rcint_23979,Repair Café International,GBR,Household appliances electric ~ Printer/scanner,Printer/scanner,Unknown,????,Fixed,2019-10-27,Printer head faulty,Printer head faulty,en
rcint_24147,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,End of life,2019-11-02,werkt niet,does not work,nl
rcint_24203,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2019-11-02,pakt papier niet,picks out paper,nl
rcint_24333,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2014,End of life,2019-11-02,pakt het papier nier meer,doesn't feed paper,nl
rcint_24358,Repair Café International,NLD,Display and sound equipment ~ Printer,Printer/scanner,HP,2008,End of life,2019-11-02,"lampje knippert, maar printer werkt niet","light flashes, but printer does not work",nl
rcint_24390,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,2014,End of life,2019-11-02,komt geen stroom meer op,is no current on,nl
rcint_24425,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2015,End of life,2019-11-02,Aansluiting op PC,Connection to PC,nl
rcint_24728,Repair Café International,NLD,Display and sound equipment ~ Printer,Printer/scanner,Canon,????,End of life,2019-11-09,Trekt A4 krom,feeds A4 crooked,nl
rcint_24772,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,2010,Repairable,2019-11-09,Papierdoorvoer doet het niet goed.,Paper feed is not doing well.,nl
rcint_24775,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Epson,????,Fixed,2019-11-09,Stroomtoevoer verbogen,power inflected,nl
rcint_24791,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,????,End of life,2019-11-09,"Print niet meer, ondanks nieuwe cartridges.","Print no more, despite new cartridges.",nl
rcint_24938,Repair Café International,DEU,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-11-09,diverse Störungen,various disorders,de
rcint_25153,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-11-16,De wagen blokkeert,The carriage is stuck,nl
rcint_25167,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,????,Fixed,2019-11-16,Strepen over de prints,Streaks on the prints,nl
rcint_25330,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2016,End of life,2019-11-21,doet niets meer,does not work anymore,nl
rcint_25382,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,Canon,????,Fixed,2019-11-23,Printer loopt vast en onderdeel zit los,Printer jams and part loose,nl
rcint_2546,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2010,Repairable,2017-10-07,cardridges leeg,cartridges empty,nl
rcint_25491,Repair Café International,FRA,Computers/phones ~ Printer,Printer/scanner,Unknown,????,End of life,2019-11-23,Mauvais impression malgré nettoyage des têtes + fuite d'encre d'intérieur,Wrong print head cleaning + despite leak inside ink,fr
rcint_25557,Repair Café International,GBR,Computers/phones ~ Printer,Printer/scanner,HP,????,Fixed,2019-11-23,Needs checking,Needs checking,en
rcint_25780,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,2015,Fixed,2019-11-30,doet het niet,does not work,nl
rcint_25795,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2014,Fixed,2019-11-30,doet het niet meer,does not work anymore,nl
rcint_25825,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2016,Fixed,2019-11-30,Print niet en maakt lawaai,Print out and make noise,nl
rcint_25889,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-11-30,print niet meer,print no more,nl
rcint_25909,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-11-30,paperjam,paperjam,en
rcint_2591,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2015,End of life,2017-10-07,Onbekend,Unknown,nl
rcint_25932,Repair Café International,NLD,Household appliances electric ~ Printer,Printer/scanner,HP,2015,Fixed,2019-11-30,Slede cartridges gaat niet meer open,Slide cartridges will not open,nl
rcint_26056,Repair Café International,FRA,Computers/phones ~ Scanner,Printer/scanner,Unknown,2015,Fixed,2019-11-30,allimentation papier,paper feed,fr
rcint_26120,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2006,End of life,2019-12-06,Geen oorzaak kunnen vinden,No cause can find,nl
rcint_2617,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2012,Repairable,2017-10-07,Onbekend,Unknown,nl
rcint_26214,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2005,Repairable,2019-12-07,"kliedert, en neemt meer bladen tegelijk",feeds more sheets at once,nl
rcint_26236,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2011,Fixed,2019-12-07,print niet,print out,nl
rcint_26239,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,????,Fixed,2019-12-07,cassettte zit vast,cassettte stuck,nl
rcint_26321,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Brother,????,Fixed,2019-12-07,hij print niet bij A4,He does not print on A4,nl
rcint_26410,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Samsung,2012,Fixed,2019-12-07,papier vastgelopen bij fixeerrol,paper jam at fuser roll,nl
rcint_26418,Repair Café International,NLD,Computers/phones ~ Printer/scanner,Printer/scanner,HP,2015,Fixed,2019-12-07,wil niet meerdere papieren scannen,do not scan multiple documents,nl
rcint_26471,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,2000,Fixed,2019-12-07,papierinvoer,paper feed,nl
rcint_26551,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,HP,????,End of life,2019-12-07,komt geen papier uit,No page came out,nl
rcint_26560,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Epson,2014,End of life,2019-12-07,"werkt niet, lampje stroom brandt wel","does not work, lamp power will burn",nl
rcint_26663,Repair Café International,GBR,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-12-07,orange warning light,orange warning light,en
rcint_26664,Repair Café International,GBR,Computers/phones ~ Printer,Printer/scanner,Canon,????,End of life,2019-12-07,fails to pick up paper,fails to feed paper,en
rcint_26721,Repair Café International,NLD,Computers/phones ~ Printer,Printer/scanner,Canon,2019,Repairable,2019-12-12,doet het niet,does not work,nl
