id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,event_date,problem,language,translated
anstiftung_5590,anstiftung,DEU,"Elektro Sonstiges ~ Zahnbürste, elektrisch",Hair & beauty item,Oral-B,2014,Repairable,2020-09-17,"Akku hat keine Kapazität mehr. Hier muss ein neuer Akku bestellt werden. Wir haben das Gerät bereits geöffnet, um die Größe herauszufinden.01.10.20: Neuer Akku wurde versorgt, ist aber im Durchmesser zu groß - Reklamation",de,"Battery has no capacity. Here are needs a new battery ordered. We have already opened the device to the size herauszufinden.01.10.20: New battery is supplied, but in diameter too large - Complaints"
anstiftung_3210,anstiftung,DEU,Elektro Sonstiges ~ Elektrorasierer,Hair & beauty item,Braun,1979,End of life,2019-07-07,Akku hinüber und ausgelaufen,de,Battery over and expired
anstiftung_1276,anstiftung,DEU,Handy / Smartphone / Tablet ~ Smartphone,Mobile,Unknown,????,Repairable,2018-10-20,Akku immer leer,de,Battery always empty
anstiftung_2812,anstiftung,DEU,"Elektro Sonstiges ~ Akku, mechanisch",Battery/charger/adapter,Unknown,????,End of life,2018-07-24,"Akku ließ sich mit dem mitgebrachten Ladegerät nicht aufladen. Ladegerät ok, Akku tiefentladen und defekt.",de,Battery was not charged with the charger brought. Charger ok deeply discharged battery and defective.
anstiftung_5109,anstiftung,DEU,Elektro Sonstiges ~ Wecker,Watch/clock,Unknown,????,Repairable,2020-03-08,Akku nicht austauschbar,de,Battery not replaceable
anstiftung_2011,anstiftung,DEU,Elektro Sonstiges ~ Elektrorasierer,Hair & beauty item,Braun,????,Repairable,2019-03-09,Akku tauschen,de,replace battery
anstiftung_2182,anstiftung,DEU,Handy / Smartphone / Tablet ~ Tablet,Tablet,Samsung,????,Repairable,2018-09-25,Akku tiefentladen und ließ sich auch nicht mehr mit einem externen Ladegerät aufladen,de,Battery fully discharged and could not be more with an external charger to charge
anstiftung_4687,anstiftung,DEU,Handy / Smartphone / Tablet ~ Navigationsgerät,Tablet,Unknown,????,Repairable,2019-10-16,Akku tot,id,Akku tot
anstiftung_4690,anstiftung,DEU,Elektro Sonstiges ~ Elektrorasierer,Hair & beauty item,Unknown,????,Repairable,2019-10-16,Akku tot,id,Akku tot
anstiftung_4812,anstiftung,DEU,Unterhaltungselektronik ~ Lautsprecher(boxen),Hi-Fi separates,Unknown,????,Repairable,2019-12-10,Akku und Sound schlecht,de,Battery and sound bad
anstiftung_1400,anstiftung,DEU,Unterhaltungselektronik ~ Lautsprecher(boxen),Hi-Fi separates,JBL,2016,Repairable,2019-05-14,Akku wechseln,de,changing the battery
anstiftung_499,anstiftung,DEU,Unterhaltungselektronik ~ Mp3-Player,Handheld entertainment device,Unknown,2008,Repairable,2018-11-27,Akku wird nicht geladenAkku wird besorgt,de,Battery is not loaded battery worried
anstiftung_800,anstiftung,DEU,Elektro Sonstiges ~ Akkuschrauber,Power tool,Unknown,????,Repairable,2019-02-16,Akku-Schrauber geht nicht,de,Cordless Screwdriver is not
anstiftung_1458,anstiftung,DEU,Computer ~ Laptop,Laptop,Asus,????,Repairable,2019-03-14,"Akkulaufzeit war nur noch kurz, Akku verschlissen.Wir berieten zu Bezugsquellen für einen neuen Akku.",de,Battery life was only short battery verschlissen.Wir advised to sources of supply for a new battery.
restart_15643,The Restart Project,ITA,Laptop medium,Laptop,Unknown,????,Repairable,2019-11-09,Alimentatore non si carica,it,Power supply will not charge
anstiftung_3440,anstiftung,DEU,Computer ~ Laptop,Laptop,Fujitsu,2003,Repairable,2019-08-22,"An dem Notebook von Fujitsu Siemens war die Ladebuchse ausgeleiert, weswegen der Akku bei verbundenem Netzteil nicht mehr aufgeladen wurde. Wir löteten die Ladebuchse von der Platine und recherchierten im Internet nach einem geeigneten Ersatz, wurden jedoch nicht fündig, da auch das Notebook sehr alt war. Der Gast entschied sich daher letztlich gegen eine Reparatur und will sich nun lieber ein neues Gerät kaufen.",de,"On the notebook from Fujitsu Siemens the charging socket was worn out, so the battery while connected to power supply has not been charged. We soldered the charging socket of the board and researched on the internet for a suitable replacement, but have not able to find, since the notebook was very old. The guest therefore ultimately decided not to repair and will now prefer to buy a new device."
anstiftung_3374,anstiftung,DEU,Handy / Smartphone / Tablet ~ Tablet,Tablet,Lenovo,????,Repairable,2019-07-04,"An einem Lenovo Tablet war die Micro-USB-Buchse ausgeleiert, weshalb es sich nicht mehr aufladen ließ. Im Internet fanden wir eine Bezugsquelle für eine neue Platine mit USB-Buchse sowie eine Anleitung zur Demontage und den Austausch. Der Gast überlegt, ob er das Ersatzteil bestellt und die Reparatur selbst ausführen kann. Falls er Hilfe benötigt, möchte er sonst nochmal wiederkommen.",de,"On a Lenovo Tablet Micro-USB connector was worn out, so it could no longer be charged. On the Internet we found a source for a new board with USB socket, and instructions for disassembly and replacement. The guest wondered whether he ordered the spare parts and the repair can carry out yourself. If he needs help, he would otherwise come back again."
rcwales_363,Repair Cafe Wales,GBR,IT/Phone ~ android phone charger,Battery/charger/adapter,Unknown,????,End of life,2018-04-01,android phone charger faulty connection?,en,android phone charger faulty connection?
restart_1019,The Restart Project,GBR,Laptop medium,Laptop,Compaq,????,Repairable,2014-11-22,"Audioplug broken, charger dodgy, mouse button broken",en,"Audioplug broken, charger dodgy, mouse button broken"
restart_6567,The Restart Project,ITA,Misc ~ Cleaning machine,Small home electrical,Unknown,????,Repairable,2017-11-18,"Automatic cleaning machine, problems on the electric charger.",en,"Automatic cleaning machine, problems on the electric charger."
restart_8213,The Restart Project,NOR,Mobile,Mobile,Doro,????,Repairable,2018-05-05,Aux to charger is broken,en,Aux to charger is broken
restart_13898,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2019-06-22,"Baby monitor - charging lead broken, camera fine.",en,"Baby monitor - charging lead broken, camera fine."
rcwales_1304,Repair Cafe Wales,GBR,Electrical ~ baby monitor,Flat screen,Unknown,????,End of life,2019-05-01,baby monitor won't charge,en,baby monitor won't charge
restart_13303,The Restart Project,GBR,Misc,Misc,Leap Frog,????,End of life,2019-05-18,"Baby monitor, parent unit not charging",en,"Baby monitor, parent unit not charging"
restart_16184,The Restart Project,GBR,Misc,Misc,Unknown,????,End of life,2019-12-07,Baby monitor. Charger Won't engage with cable.,en,Baby monitor. Charger Won't engage with cable.
restart_4198,The Restart Project,GBR,Desktop computer,Desktop computer,Samsung,????,Repairable,2017-01-28,"Backlight/charging - no computer lead brough, advised on new power socket and check",en,"Backlight/charging - no computer lead brough, advised on new power socket and check"
restart_4983,The Restart Project,NOR,Laptop medium,Laptop,ASUS,????,Repairable,2017-05-06,Bad connection with charger,en,Bad connection with charger
restart_2063,The Restart Project,ITA,Digital Compact Camera,Digital compact camera,Lumix,????,Repairable,2015-12-20,Batteria da sostituire,it,Replace Battery
rcint_25352,Repair Café International,FRA,Household appliances electric ~ Vacuum cleaner,Vacuum,Unknown,????,Repairable,2019-11-21,Batterie certainement HS,fr,certainly HS Battery
anstiftung_3714,anstiftung,DEU,Elektro Sonstiges ~ E-Auto,Misc,Unknown,????,Repairable,2019-08-28,Batterie defekt,de,battery defective
restart_7168,The Restart Project,CAN,Desktop computer,Desktop computer,Unknown,????,Repairable,2018-02-13,Batterie ne charge pas Pc Fonctionne sous tension,fr,Battery will not charge Pc Works under voltage
restart_17593,The Restart Project,GBR,Misc,Misc,Unknown,????,End of life,2020-07-01,Batteries corroded in (aluminium case),en,Batteries corroded in (aluminium case)
restart_17542,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2020-03-14,Batteries rusted in,en,Batteries rusted in
rcint_28414,Repair Café International,NLD,Other ~ Wrist watch,Watch/clock,Unknown,2000,End of life,2020-01-25,Batterij  niet goed vervangen,nl,Battery incorrectly replaced
rcint_3689,Repair Café International,NLD,Computers/phones ~ Laptop,Laptop,Siemens,2007,End of life,2017-12-02,Batterij defect,nl,battery failure
rcint_6891,Repair Café International,NLD,Computers/phones ~ Laptop,Laptop,Toshiba,2013,End of life,2018-05-05,Batterij defect,nl,battery failure
rcint_9122,Repair Café International,NLD,Other ~ Wrist watch,Watch/clock,Benetton,????,End of life,2018-09-01,Batterij leeg?,nl,Battery dead?
rcint_5145,Repair Café International,NLD,Toys electric ~ Remote controlled car,Toy,Unknown,????,End of life,2018-02-10,Batterij lek,nl,battery leak
rcint_769,Repair Café International,NLD,Clocks / alarm clocks ~ Alarm clock,Watch/clock,Wanted,2010,Repairable,2017-04-15,Batterij maakt slecht contact,nl,Battery poor contact
rcint_21210,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Agojama,????,Repairable,2019-09-07,Batterij oplader werkt niet,nl,Battery charger does not work
rcint_15865,Repair Café International,NLD,Tools electric ~ Drilling machine,Power tool,Toledo,????,End of life,2019-03-21,Batterij snel leeg,nl,Battery quickly
rcint_29531,Repair Café International,NLD,Clocks / alarm clocks ~ Clock,Watch/clock,Unknown,????,Repairable,2020-02-08,Batterij vervangen,nl,battery replacement
rcint_14277,Repair Café International,NLD,Household appliances electric ~ Flashlight,Lamp,Maglite,????,End of life,2019-02-02,Batterij zit vast,nl,Battery is stuck
rcint_8354,Repair Café International,NLD,Household appliances electric ~ Shaver,Hair & beauty item,Philips,1988,Repairable,2018-07-14,Batterijen en/of schakelaar,nl,Batteries and / or switches
rcint_6309,Repair Café International,NLD,Display and sound equipment ~ Remote control,TV and gaming-related accessories,Samsung,2017,Repairable,2018-04-07,Batterijen leeg,nl,batteries dead
rcint_19115,Repair Café International,NLD,Toys electric ~ Remote controlled car,Toy,Unknown,????,Repairable,2019-06-08,Batterijen wellicht leeg,nl,Batteries may be empty
rcint_22829,Repair Café International,NLD,Household appliances electric ~ Vacuum cleaner,Vacuum,Black & Decker,????,End of life,2019-10-05,Batterijen zijn op; hoe krijg ik dit open,nl,Batteries are; How do I get this open
rcint_20664,Repair Café International,NLD,Toys electric ~ Game console,Games console,Nintendo,????,End of life,2019-08-24,Batterijhouder,nl,battery Holder
rcint_15632,Repair Café International,NLD,Other ~ Charger (battery / power supply),Battery/charger/adapter,Unknown,????,End of life,2019-03-09,Batterijlader laadt niet meer,nl,Battery will not charge more
rcint_1708,Repair Café International,NLD,Display and sound equipment ~ Radio,Portable radio,Sony,2003,Repairable,2017-08-05,Batterijzuur heeft e.e.a. aangevreten,nl,Battery acid has eaten one thing and another
restart_16562,The Restart Project,GBR,Misc,Misc,Unknown,2000,Repairable,2020-01-18,"Battery & motor not working, needs replacing",en,"Battery & motor not working, needs replacing"
restart_13682,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2019-06-08,Battery and back-light.  Needs glue.,en,Battery and back-light.  Needs glue.
restart_15046,The Restart Project,CAN,Mobile,Mobile,Unknown,????,End of life,2019-10-03,Battery and screen problem,en,Battery and screen problem
restart_2992,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2016-06-24,Battery bulging - sent to Apple,en,Battery bulging - sent to Apple
restart_17702,The Restart Project,SWE,Toy,Toy,Traxxis,2019,Repairable,2020-08-30,"Battery cable needed to be resoldered. However, then the motor is not working...",en,"Battery cable needed to be resoldered. However, then the motor is not working..."
restart_1462,The Restart Project,GBR,PC Accessory ~ Charger,PC accessory,Unknown,????,Repairable,2015-05-28,Battery charger,en,Battery charger
restart_1483,The Restart Project,ITA,PC Accessory ~ Charger,PC accessory,Unknown,????,End of life,2015-06-06,Battery charger,en,Battery charger
restart_3701,The Restart Project,GBR,Misc ~ Clock,Watch/clock,Unknown,????,Repairable,2016-11-16,Battery clock - new motor needed from Ebay,en,Battery clock - new motor needed from Ebay
restart_2868,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,Repairable,2016-06-11,Battery connection,en,Battery connection
restart_13563,The Restart Project,GBR,Decorative or safety lights,Decorative or safety lights,Unknown,2017,Repairable,2019-06-01,Battery contacts cleaned and checked,en,Battery contacts cleaned and checked
restart_1555,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2015-07-11,Battery dead. Out of memory.,en,Battery dead. Out of memory.
restart_12567,The Restart Project,BEL,Power tool,Power tool,Bosch,2014,Repairable,2019-04-10,Battery does not charge,en,Battery does not charge
restart_12568,The Restart Project,BEL,Power tool,Power tool,Unknown,2011,Repairable,2019-04-10,Battery does not charge - replacement needed,en,Battery does not charge - replacement needed
restart_9548,The Restart Project,NOR,Hair & Beauty item,Hair & beauty item,Unknown,2008,End of life,2018-10-11,Battery doesn't charge,en,Battery doesn't charge
restart_13608,The Restart Project,ITA,Laptop small,Laptop,Unknown,????,Repairable,2019-06-02,Battery doesn't load,en,Battery doesn't load
restart_12031,The Restart Project,CAN,Mobile,Mobile,Unknown,????,Repairable,2019-03-13,Battery drainage,en,Battery drainage
restart_7462,The Restart Project,ISL,Mobile,Mobile,Apple,????,End of life,2018-03-14,Battery drains really fast,en,Battery drains really fast
restart_7465,The Restart Project,ISL,PC Accessory ~ Mouse,PC accessory,Apple,????,Repairable,2018-03-14,Battery drains really fast. Solved as a software issue,en,Battery drains really fast. Solved as a software issue
restart_4096,The Restart Project,GBR,Power tool ~ Drill,Power tool,Unknown,????,Repairable,2017-01-17,"Battery drill - no charger - needs advice. Advice given, will be workable!",en,"Battery drill - no charger - needs advice. Advice given, will be workable!"
restart_15282,The Restart Project,GBR,Mobile,Mobile,Huawei,2017,Repairable,2019-10-19,Battery expandind,en,Battery expandind
restart_11593,The Restart Project,GBR,Vacuum,Vacuum,Dyson,????,End of life,2019-02-17,"Battery Failure, not repairable",en,"Battery Failure, not repairable"
restart_1508,The Restart Project,GBR,Vacuum,Vacuum,Unknown,????,Repairable,2015-06-29,Battery fault.,en,Battery fault.
restart_16805,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2020-01-26,Battery holder broken.  Advice given.,en,Battery holder broken.  Advice given.
rcint_17072,Repair Café International,GBR,Computers/phones ~ Smartphone,Mobile,Apple,????,Repairable,2019-04-13,Battery issue,en,Battery issue
restart_3456,The Restart Project,GBR,Laptop medium,Laptop,Unknown,????,End of life,2016-10-22,Battery keeps dying and problems connecting to internet,en,Battery keeps dying and problems connecting to internet
restart_4598,The Restart Project,ESP,Mobile,Mobile,Unknown,????,Repairable,2017-03-22,Battery lasts two hours,en,Battery lasts two hours
restart_16968,The Restart Project,GBR,Misc ~ Clock,Watch/clock,PINEAPPLE FURNITURE LTD,2010,Repairable,2020-02-02,Battery mechanism not working.Replace mechanism plus minute and hour hands - low cost kit available online.,en,Battery mechanism not working.Replace mechanism plus minute and hour hands - low cost kit available online.
restart_4154,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2017-01-28,Battery needs changing.,en,Battery needs changing.
rcint_17056,Repair Café International,GBR,Computers/phones ~ Smartphone,Mobile,Apple,????,Repairable,2019-04-13,Battery needs replacing,en,Battery needs replacing
restart_3468,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2016-10-22,Battery needs replacing - not applicable,en,Battery needs replacing - not applicable
restart_15714,The Restart Project,GBR,Hair & Beauty item ~ Toothbrush,Hair & beauty item,Braun,2014,End of life,2019-11-09,Battery needs replacing.,en,Battery needs replacing.
restart_14179,The Restart Project,GBR,Tablet,Tablet,Tesco,2014,Repairable,2019-07-15,Battery not charging,en,Battery not charging
restart_8868,The Restart Project,GBR,Laptop medium,Laptop,Acer,2013,Repairable,2018-07-21,Battery not charging,en,Battery not charging
restart_12306,The Restart Project,IRL,Tablet,Tablet,Apple,????,End of life,2019-03-23,Battery Not Charging; Needs Replacement,en,Battery Not Charging; Needs Replacement
restart_11758,The Restart Project,IRL,Tablet,Tablet,Apple,????,Repairable,2019-02-23,Battery not working; needs replacement,en,Battery not working; needs replacement
restart_15200,The Restart Project,BEL,Headphones,Headphones,JBL,2019,End of life,2019-10-16,Battery overheated and does not work anymore as a result. No method to open the glued rubber casing,en,Battery overheated and does not work anymore as a result. No method to open the glued rubber casing
restart_16203,The Restart Project,GBR,Toy,Toy,Unknown,????,End of life,2019-12-07,Battery powered car,en,Battery powered car
restart_11890,The Restart Project,CAN,Tablet,Tablet,Unknown,????,End of life,2019-03-06,Battery problem,en,Battery problem
restart_2876,The Restart Project,GBR,Portable radio,Portable radio,Pure,????,Repairable,2016-06-11,"Battery problem. Works, but more work needed.",en,"Battery problem. Works, but more work needed."
restart_7535,The Restart Project,GBR,Hi-Fi separates ~ Speaker,Hi-Fi separates,Unknown,????,Repairable,2018-03-18,Battery problems.,en,Battery problems.
restart_11874,The Restart Project,HKG,Laptop medium,Laptop,Apple,????,Repairable,2019-03-03,Battery reaching end-of-life,en,Battery reaching end-of-life
restart_11202,The Restart Project,GBR,Power tool,Power tool,Unknown,2014,Repairable,2019-02-02,Battery replacement needed (ni-cd),en,Battery replacement needed (ni-cd)
rcint_31406,Repair Café International,GBR,Household appliances electric ~ Car key,Misc,Peugeot,2008,End of life,2020-03-07,Battery runs out really quickly; please check the contacts,en,Battery runs out really quickly; please check the contacts
restart_11394,The Restart Project,SWE,Misc,Misc,Unknown,2014,End of life,2019-02-10,Battery stuck in flashlight. Could not get out.,en,Battery stuck in flashlight. Could not get out.
restart_3713,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2016-11-19,Battery swap- screw stuck,en,Battery swap- screw stuck
restart_8378,The Restart Project,GBR,Misc,Misc,Unknown,????,Repairable,2018-05-19,Battery system needs resetting after exposure to cold. Too hard.,en,Battery system needs resetting after exposure to cold. Too hard.
restart_6845,The Restart Project,GBR,Laptop medium,Laptop,Dell,????,Repairable,2017-12-09,Battery warnings on screen. non-descript error messages. various issues. guidance given,en,Battery warnings on screen. non-descript error messages. various issues. guidance given
restart_16374,The Restart Project,ESP,Handheld entertainment device ~ Speaker,Hi-Fi separates,JBL,2019,Repairable,2019-12-30,Battery won't charge.,en,Battery won't charge.
restart_6060,The Restart Project,GBR,Headphones,Headphones,Marshall,????,Repairable,2017-09-23,"Battery won't charge. advice given, needs new batery.",en,"Battery won't charge. advice given, needs new batery."
restart_5513,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2017-06-24,Battery/declutter needed. Partially decluttered.,en,Battery/declutter needed. Partially decluttered.
restart_10041,The Restart Project,CAN,Mobile,Mobile,Unknown,????,Repairable,2018-11-07,Battery/power,en,Battery/power
anstiftung_2959,anstiftung,DEU,Handy / Smartphone / Tablet ~ Smartphone,Mobile,Apple,????,Repairable,2018-04-24,"Bei dem iPhone 3 hatte das Display abgehoben. Ursache dafür war der eingebaute Akku, der ganz schön aufgebläht war und ersetzt werden muss. Dann wird das Gerät wieder seine ursprüngliche Form haben.",de,"In the iPhone 3, the display had lifted. This was due to the built-in battery, which was pretty bloated and needs to be replaced. Then the unit will again have its original shape."
anstiftung_2841,anstiftung,DEU,Elektro Sonstiges ~ Diktiergerät,PC accessory,Bones,????,Repairable,2018-06-28,"Bei einem „Milestone 312“ Diktiergerät von Bones war ein Aufladen des Akkus - sowohl über das Netzteil als auch per USB - nicht mehr möglich. Wie vermutet lag dies an einem defekten Lithium-Polymer-Akku, für den nun Ersatz bestellt wird.",de,"A ""M312"" dictation of Bones was a charge the battery - not possible - both on the power supply as well via USB. As suspected this was due to a defective lithium polymer battery for replacement now is ordered."
restart_14897,The Restart Project,NOR,Laptop medium,Laptop,Acer,2016,End of life,2019-09-28,"Bent charging port, doesn't charge well",en,"Bent charging port, doesn't charge well"
restart_137,The Restart Project,GBR,Decorative or safety lights ~ Bicycle light,Decorative or safety lights,Unknown,????,End of life,2013-09-14,Bike lights - Battery issue - Soldered together,en,Bike lights - Battery issue - Soldered together
rcint_25732,Repair Café International,NLD,Computers/phones ~ Laptop,Laptop,Archos,????,Repairable,2019-11-28,blijft laden,nl,continues to load
restart_10614,The Restart Project,GBR,Tablet,Tablet,Samsung,2015,Repairable,2018-12-01,blocked password + not charging,en,blocked password + not charging
rcwales_2224,Repair Cafe Wales,GBR,IT/Phone ~ bluetooth speaker,Hi-Fi separates,Unknown,????,Repairable,2019-10-01,bluetooth speaker usb charge point,en,bluetooth speaker usb charge point
restart_4544,The Restart Project,GBR,Laptop medium,Laptop,Apple,????,Repairable,2017-03-18,Boot up problem (s/w). Needs new charger.,en,Boot up problem (s/w). Needs new charger.
restart_3511,The Restart Project,GBR,Portable radio,Portable radio,Unknown,????,Repairable,2016-10-29,bose Bluetooth speaker - mini charging input is broken - diagnosis completed,en,bose Bluetooth speaker - mini charging input is broken - diagnosis completed
restart_7765,The Restart Project,GBR,PC Accessory,PC accessory,Unknown,????,Repairable,2018-04-07,broken cable on laptop charger,en,broken cable on laptop charger
restart_743,The Restart Project,GBR,Handheld entertainment device ~ iPod,Handheld entertainment device,Apple,????,Repairable,2014-06-28,"Broken charger connection, started to fix, needs more work",en,"Broken charger connection, started to fix, needs more work"
restart_13638,The Restart Project,ITA,Mobile,Mobile,Apple,????,Repairable,2019-06-06,broken screen and recharge circuit not working,en,broken screen and recharge circuit not working
restart_16103,The Restart Project,GBR,Handheld entertainment device,Handheld entertainment device,Unknown,????,Repairable,2019-11-30,Broken.  Probably needs replacement USB charge socket,en,Broken.  Probably needs replacement USB charge socket
restart_14185,The Restart Project,IRL,Tablet,Tablet,Acer,????,Repairable,2019-07-18,Broken/Cracked Screens; Damaged Charging Port,en,Broken/Cracked Screens; Damaged Charging Port
restart_8013,The Restart Project,GBR,DLSR / Video Camera ~ Video camera,DSLR/video camera,Unknown,????,Repairable,2018-04-22,Camcorder charger.  Owner was signposted to further help.,en,Camcorder charger.  Owner was signposted to further help.
restart_6606,The Restart Project,GBR,Misc ~ Charger,Battery/charger/adapter,Unknown,????,End of life,2017-11-18,camera charger,en,camera charger
restart_1738,The Restart Project,GBR,Digital Compact Camera,Digital compact camera,Nikon,????,Repairable,2015-09-26,cannot charged,en,cannot charged
restart_8935,The Restart Project,GBR,Laptop medium,Laptop,HP,2017,Repairable,2018-08-16,Cannot login (lost password). The owner didn't bring the charger and none of the chargers we had on the day was compatible.,en,Cannot login (lost password). The owner didn't bring the charger and none of the chargers we had on the day was compatible.
fixitclinic_128,Fixit Clinic,USA,Cell phone,Mobile,LG Sprint,2015,Repairable,2018-05-18,"Cell phone ~ I won't turn on, glass screen cracked, last time I tried to charge it it smelled like it was burning.",en,"Cell phone ~ I won't turn on, glass screen cracked, last time I tried to charge it it smelled like it was burning."
restart_4001,The Restart Project,ARG,Misc ~ Charger,Battery/charger/adapter,Unknown,????,End of life,2016-12-04,Cellphone charger,en,Cellphone charger
restart_9311,The Restart Project,GBR,Mobile,Mobile,Samsung,????,Repairable,2018-09-24,Charge port failing - No part available,en,Charge port failing - No part available
restart_10583,The Restart Project,GBR,Laptop medium,Laptop,ASUS,2013,Repairable,2018-12-01,charger,en,charger
restart_1648,The Restart Project,GBR,Misc ~ Charger,Battery/charger/adapter,Unknown,????,End of life,2015-08-23,Charger,en,Charger
restart_3030,The Restart Project,ARG,Misc ~ Charger,Battery/charger/adapter,Unknown,????,End of life,2016-07-02,Charger,en,Charger
restart_6724,The Restart Project,ITA,Misc ~ Charger,Battery/charger/adapter,HP,????,Repairable,2017-11-25,Charger,en,Charger
restart_8154,The Restart Project,USA,PC Accessory ~ Charger,PC accessory,Belkin,????,Repairable,2018-05-05,Charger,en,Charger
restart_4474,The Restart Project,NOR,PC Accessory ~ Charger,PC accessory,Dell,????,End of life,2017-03-04,Charger - Does not work,en,Charger - Does not work
restart_11413,The Restart Project,BEL,Misc,Misc,Apple,????,End of life,2019-02-14,Charger broken,en,Charger broken
restart_15774,The Restart Project,SWE,Vacuum,Vacuum,Electrolux,2016,Repairable,2019-11-10,Charger broken,en,Charger broken
restart_17259,The Restart Project,GBR,PC Accessory,PC accessory,Unknown,????,Repairable,2020-02-15,charger cable connection,en,charger cable connection
restart_7998,The Restart Project,GBR,Laptop medium,Laptop,HP,????,Repairable,2018-04-22,Charger connection.  Needs new component - half fixed!,en,Charger connection.  Needs new component - half fixed!
restart_4976,The Restart Project,NOR,PC Accessory ~ Charger,PC accessory,Apple,????,Repairable,2017-05-06,Charger does not charge,en,Charger does not charge
restart_10438,The Restart Project,NOR,Power tool,Power tool,macc,2014,Repairable,2018-11-21,Charger doesn't work,en,Charger doesn't work
restart_4986,The Restart Project,NOR,PC Accessory ~ Charger,PC accessory,Apple,????,Repairable,2017-05-06,Charger is broken,en,Charger is broken
restart_15670,The Restart Project,NOR,Misc ~ Heating soles,Misc,Alpen Heat,2009,End of life,2019-11-09,Charger is defect (charging port,en,Charger is defect (charging port
rcint_20293,Repair Café International,GBR,Household appliances electric ~ Clipper/trimmer,Hair & beauty item,Unknown,????,End of life,2019-07-27,Charger not working,en,Charger not working
rcwales_2417,Repair Cafe Wales,GBR,Electrical ~ charger,Battery/charger/adapter,Unknown,????,End of life,2019-07-01,charger not working,en,charger not working
restart_12309,The Restart Project,IRL,Laptop large,Laptop,Dell,2012,Repairable,2019-03-23,Charger not working,en,Charger not working
restart_17002,The Restart Project,GBR,Vacuum,Vacuum,Ilife,2019,End of life,2020-02-08,Charger not working,en,Charger not working
restart_16322,The Restart Project,GBR,Misc ~ Charger,Battery/charger/adapter,Revitive,????,End of life,2019-12-21,Charger not working - unable to fix,en,Charger not working - unable to fix
restart_8369,The Restart Project,GBR,Tablet,Tablet,Lenovo,????,Repairable,2018-05-19,"Charger port broken, and no part of replace at party.  Gave details of Lenovo and local repair shops.",en,"Charger port broken, and no part of replace at party.  Gave details of Lenovo and local repair shops."
restart_13666,The Restart Project,GBR,Handheld entertainment device ~ Tablet,Tablet,Amazon,2014,Repairable,2019-06-08,Charger port loose.,en,Charger port loose.
restart_1423,The Restart Project,GBR,Mobile,Mobile,Apple,????,Repairable,2015-05-09,"Charger, loose connection.",en,"Charger, loose connection."
restart_7818,The Restart Project,ISL,Misc ~ Charger,Battery/charger/adapter,TORQ,????,Repairable,2018-04-11,chargerpropably the transformer is ruined.  One of the restarters had a extra transformer at home that we tried.,en,chargerpropably the transformer is ruined.  One of the restarters had a extra transformer at home that we tried.
restart_12009,The Restart Project,GBR,TV and gaming-related accessories ~ iPod,Handheld entertainment device,Bose,????,Repairable,2019-03-10,Charges but doesn't play,en,Charges but doesn't play
restart_9549,The Restart Project,NOR,Mobile,Mobile,Samsung,2010,End of life,2018-10-11,"Charges, but does't start",en,"Charges, but does't start"
rcint_30876,Repair Café International,CAN,Computers/phones ~ Telephone (not mobile or smartphone),Misc,Sony,1995,Repairable,2020-02-29,charging base connectors no longer conductive,en,charging base connectors no longer conductive
restart_10430,The Restart Project,NOR,Laptop medium,Laptop,ASUS,2012,Repairable,2018-11-21,Charging gate broken,en,Charging gate broken
restart_11085,The Restart Project,NOR,Hair & Beauty item,Hair & beauty item,Remington,2017,End of life,2019-01-22,Charging gate broken,en,Charging gate broken
restart_17056,The Restart Project,GBR,Hi-Fi separates,Hi-Fi separates,Marley,2017,End of life,2020-02-15,charging input broken,en,charging input broken
restart_8763,The Restart Project,GBR,Laptop medium,Laptop,HP,2011,Repairable,2018-07-08,Charging point / sticking keys.  Needs spare parts.,en,Charging point / sticking keys.  Needs spare parts.
restart_10930,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2019-01-17,Charging port,en,Charging port
restart_16156,The Restart Project,CAN,Tablet,Tablet,Unknown,????,Repairable,2019-12-05,Charging port,en,Charging port
restart_16959,The Restart Project,GBR,Tablet ~ Kindle,Tablet,Amazon,2011,Repairable,2020-02-01,Charging port - Solution: Replacment part,en,Charging port - Solution: Replacment part
restart_15550,The Restart Project,CAN,Laptop medium,Laptop,Apple,????,Repairable,2019-10-30,Charging port + USB not working properly,en,Charging port + USB not working properly
restart_14681,The Restart Project,GBR,Hi-Fi separates,Hi-Fi separates,Unknown,????,Repairable,2019-09-14,Charging port broken - does work.  Needs new parts.,en,Charging port broken - does work.  Needs new parts.
